Provider,Location,Device,Aggregate Date,Metric Type,Multi-Server Latency,Multi-Server Jitter,Download Speed Mbps,Upload Speed Mbps
All Providers Combined,Uzbekistan,,Apr-21,median,,,27.43,23
All Providers Combined,Uzbekistan,,Apr-21,mean,,,39.31,37.7
All Providers Combined,Azerbaijan,,May-21,median,,,10.74,11
All Providers Combined,Azerbaijan,,May-21,mean,,,23.26,24.61
All Providers Combined,Armenia,,May-21,median,,,25.55,21.84
All Providers Combined,Armenia,,May-21,mean,,,34.58,32.16
All Providers Combined,Belarus,,May-21,median,,,39.08,35.1
All Providers Combined,Belarus,,May-21,mean,,,65.52,50.91
All Providers Combined,Kazakhstan,,May-21,median,,,31.12,30
All Providers Combined,Kazakhstan,,May-21,mean,,,58.34,55.2
All Providers Combined,Kyrgyzstan,,May-21,median,,,38.91,34.54
All Providers Combined,Kyrgyzstan,,May-21,mean,,,46.33,45.37
All Providers Combined,Russia,,May-21,median,,,56.51,61.78
All Providers Combined,Russia,,May-21,mean,,,88.65,91.35
All Providers Combined,Tajikistan,,May-21,median,,,18.61,15.6
All Providers Combined,Tajikistan,,May-21,mean,,,35.51,34.02
All Providers Combined,Uzbekistan,,May-21,median,,,29.61,26.73
All Providers Combined,Uzbekistan,,May-21,mean,,,40.62,39.2
All Providers Combined,Azerbaijan,,Jun-21,median,,,13.12,14.37
All Providers Combined,Azerbaijan,,Jun-21,mean,,,25.59,27.39
All Providers Combined,Armenia,,Jun-21,median,,,26.37,22.01
All Providers Combined,Armenia,,Jun-21,mean,,,35.94,32.8
All Providers Combined,Belarus,,Jun-21,median,,,39.16,33.5
All Providers Combined,Belarus,,Jun-21,mean,,,62.67,48.25
All Providers Combined,Kazakhstan,,Jun-21,median,,,33.1,32.25
All Providers Combined,Kazakhstan,,Jun-21,mean,,,62.17,58.9
All Providers Combined,Kyrgyzstan,,Jun-21,median,,,40.27,35.83
All Providers Combined,Kyrgyzstan,,Jun-21,mean,,,48.57,48.42
All Providers Combined,Russia,,Jun-21,median,,,56.12,61.68
All Providers Combined,Russia,,Jun-21,mean,,,88.97,91.53
All Providers Combined,Tajikistan,,Jun-21,median,,,18.64,16.9
All Providers Combined,Tajikistan,,Jun-21,mean,,,33.4,35.56
All Providers Combined,Uzbekistan,,Jun-21,median,,,30.44,30.73
All Providers Combined,Uzbekistan,,Jun-21,mean,,,44.36,44.51
All Providers Combined,Azerbaijan,,Jul-21,median,,,12.81,14.13
All Providers Combined,Azerbaijan,,Jul-21,mean,,,24.08,25.96
All Providers Combined,Armenia,,Jul-21,median,,,26.37,21.83
All Providers Combined,Armenia,,Jul-21,mean,,,36.25,33.2
All Providers Combined,Belarus,,Jul-21,median,,,39.43,35.83
All Providers Combined,Belarus,,Jul-21,mean,,,65.61,51.46
All Providers Combined,Kazakhstan,,Jul-21,median,,,31.81,31.57
All Providers Combined,Kazakhstan,,Jul-21,mean,,,59.94,56.91
All Providers Combined,Kyrgyzstan,,Jul-21,median,,,40.29,34.75
All Providers Combined,Kyrgyzstan,,Jul-21,mean,,,47.73,44.91
All Providers Combined,Russia,,Jul-21,median,,,56.32,62.18
All Providers Combined,Russia,,Jul-21,mean,,,90.33,92.79
All Providers Combined,Tajikistan,,Jul-21,median,,,16.97,14.97
All Providers Combined,Tajikistan,,Jul-21,mean,,,32.37,33.65
All Providers Combined,Uzbekistan,,Jul-21,median,,,29.42,30.86
All Providers Combined,Uzbekistan,,Jul-21,mean,,,40.9,42.47
All Providers Combined,Azerbaijan,,Aug-21,median,,,13.62,14.98
All Providers Combined,Azerbaijan,,Aug-21,mean,,,25.36,27.25
All Providers Combined,Armenia,,Aug-21,median,,,26.7,22.3
All Providers Combined,Armenia,,Aug-21,mean,,,37.21,33.77
All Providers Combined,Belarus,,Aug-21,median,,,41.78,38.4
All Providers Combined,Belarus,,Aug-21,mean,,,68.84,53.46
All Providers Combined,Kazakhstan,,Aug-21,median,,,32.95,31.81
All Providers Combined,Kazakhstan,,Aug-21,mean,,,61.05,57.9
All Providers Combined,Kyrgyzstan,,Aug-21,median,,,39.96,36.22
All Providers Combined,Kyrgyzstan,,Aug-21,mean,,,47.91,46.62
All Providers Combined,Russia,,Aug-21,median,,,58.91,64.94
All Providers Combined,Russia,,Aug-21,mean,,,93.37,96.19
All Providers Combined,Tajikistan,,Aug-21,median,,,18.8,16.28
All Providers Combined,Tajikistan,,Aug-21,mean,,,33.85,34.43
All Providers Combined,Uzbekistan,,Aug-21,median,,,28.11,31.37
All Providers Combined,Uzbekistan,,Aug-21,mean,,,40.64,43.32
All Providers Combined,Azerbaijan,,Sep-21,median,,,14.5,15.34
All Providers Combined,Azerbaijan,,Sep-21,mean,,,25.1,26.88
All Providers Combined,Armenia,,Sep-21,median,,,28.39,22.9
All Providers Combined,Armenia,,Sep-21,mean,,,38.95,34.81
All Providers Combined,Belarus,,Sep-21,median,,,43.15,39.36
All Providers Combined,Belarus,,Sep-21,mean,,,69.41,54.91
All Providers Combined,Kazakhstan,,Sep-21,median,,,34.38,33.04
All Providers Combined,Kazakhstan,,Sep-21,mean,,,63.28,59.75
All Providers Combined,Kyrgyzstan,,Sep-21,median,,,42.62,39.18
All Providers Combined,Kyrgyzstan,,Sep-21,mean,,,51.07,50.84
All Providers Combined,Russia,,Sep-21,median,,,60.83,67.09
All Providers Combined,Russia,,Sep-21,mean,,,95.96,98.08
All Providers Combined,Tajikistan,,Sep-21,median,,,16.91,15.46
All Providers Combined,Tajikistan,,Sep-21,mean,,,35.45,37.22
All Providers Combined,Uzbekistan,,Sep-21,median,,,32.24,33.46
All Providers Combined,Uzbekistan,,Sep-21,mean,,,45.88,46.94
All Providers Combined,Azerbaijan,,Oct-21,median,,,15.48,16.48
All Providers Combined,Azerbaijan,,Oct-21,mean,,,26.22,28.1
All Providers Combined,Armenia,,Oct-21,median,,,28.32,23.5
All Providers Combined,Armenia,,Oct-21,mean,,,37.99,34.58
All Providers Combined,Belarus,,Oct-21,median,,,44.47,40.45
All Providers Combined,Belarus,,Oct-21,mean,,,71.74,55.21
All Providers Combined,Kazakhstan,,Oct-21,median,,,35.26,34.06
All Providers Combined,Kazakhstan,,Oct-21,mean,,,62.04,58.82
All Providers Combined,Kyrgyzstan,,Oct-21,median,,,43.51,40.73
All Providers Combined,Kyrgyzstan,,Oct-21,mean,,,50.64,51.12
All Providers Combined,Russia,,Oct-21,median,,,61.7,68.12
All Providers Combined,Russia,,Oct-21,mean,,,96.15,98.7
All Providers Combined,Tajikistan,,Oct-21,median,,,18.15,15.62
All Providers Combined,Tajikistan,,Oct-21,mean,,,32.96,33.49
All Providers Combined,Uzbekistan,,Oct-21,median,,,33.28,32.82
All Providers Combined,Uzbekistan,,Oct-21,mean,,,46.94,45.76
All Providers Combined,Azerbaijan,,Nov-21,median,,,16.47,17.34
All Providers Combined,Azerbaijan,,Nov-21,mean,,,26.88,28.57
All Providers Combined,Armenia,,Nov-21,median,,,27.93,23.95
All Providers Combined,Armenia,,Nov-21,mean,,,39.34,36.97
All Providers Combined,Belarus,,Nov-21,median,,,48.39,43.26
All Providers Combined,Belarus,,Nov-21,mean,,,76.91,58.69
All Providers Combined,Kazakhstan,,Nov-21,median,,,35.26,34.03
All Providers Combined,Kazakhstan,,Nov-21,mean,,,63.29,59.92
All Providers Combined,Kyrgyzstan,,Nov-21,median,,,43.86,39.95
All Providers Combined,Kyrgyzstan,,Nov-21,mean,,,51,49.96
All Providers Combined,Russia,,Nov-21,median,,,61.65,68.41
All Providers Combined,Russia,,Nov-21,mean,,,96.46,99.2
All Providers Combined,Tajikistan,,Nov-21,median,,,16.63,14.75
All Providers Combined,Tajikistan,,Nov-21,mean,,,32.9,34.22
All Providers Combined,Uzbekistan,,Nov-21,median,,,36.23,35.02
All Providers Combined,Uzbekistan,,Nov-21,mean,,,49.88,47.21
All Providers Combined,Azerbaijan,,Dec-21,median,,,17.24,18.26
All Providers Combined,Azerbaijan,,Dec-21,mean,,,27.76,29.49
All Providers Combined,Armenia,,Dec-21,median,,,31.21,27.62
All Providers Combined,Armenia,,Dec-21,mean,,,49.46,45.19
All Providers Combined,Belarus,,Dec-21,median,,,44.41,40.32
All Providers Combined,Belarus,,Dec-21,mean,,,72.61,56.86
All Providers Combined,Kazakhstan,,Dec-21,median,,,34.03,33
All Providers Combined,Kazakhstan,,Dec-21,mean,,,63.59,60.18
All Providers Combined,Kyrgyzstan,,Dec-21,median,,,43.15,41.5
All Providers Combined,Kyrgyzstan,,Dec-21,mean,,,49.91,49.97
All Providers Combined,Russia,,Dec-21,median,,,63.13,70.06
All Providers Combined,Russia,,Dec-21,mean,,,98.98,101.68
All Providers Combined,Tajikistan,,Dec-21,median,,,16.62,14.01
All Providers Combined,Tajikistan,,Dec-21,mean,,,33.93,34.07
All Providers Combined,Uzbekistan,,Dec-21,median,,,38.09,36.53
All Providers Combined,Uzbekistan,,Dec-21,mean,,,53.42,48.68
All Providers Combined,Azerbaijan,,Jan-22,median,15.1121,8.125,17.46,18.12
All Providers Combined,Azerbaijan,,Jan-22,mean,64,54,27,28.49
All Providers Combined,Armenia,,Jan-22,median,7.6944,3.9,34.26,29.53
All Providers Combined,Armenia,,Jan-22,mean,46,39,57.11,49.75
All Providers Combined,Belarus,,Jan-22,median,21.2342,6.4715,45.59,39.96
All Providers Combined,Belarus,,Jan-22,mean,69,50,73.18,55.71
All Providers Combined,Kazakhstan,,Jan-22,median,30.0775,7.8653,33.75,32.85
All Providers Combined,Kazakhstan,,Jan-22,mean,68,46,63.46,59.06
All Providers Combined,Kyrgyzstan,,Jan-22,median,8.3889,3.9625,43.1,40.03
All Providers Combined,Kyrgyzstan,,Jan-22,mean,43,37,49.03,47.98
All Providers Combined,Russia,,Jan-22,median,16.1167,4.6722,64.01,70.02
All Providers Combined,Russia,,Jan-22,mean,57,42,100.05,102.25
All Providers Combined,Tajikistan,,Jan-22,median,12.7917,7.0042,16.97,13.13
All Providers Combined,Tajikistan,,Jan-22,mean,81,55,31.07,31.86
All Providers Combined,Uzbekistan,,Jan-22,median,14.0805,4.5199,36.75,36.06
All Providers Combined,Uzbekistan,,Jan-22,mean,65,47,52.27,47.78
All Providers Combined,Azerbaijan,,Feb-22,median,14.2889,7.7167,18.7,19.51
All Providers Combined,Azerbaijan,,Feb-22,mean,65,55,28.5,30.02
All Providers Combined,Armenia,,Feb-22,median,7.4974,3.625,35.22,30.82
All Providers Combined,Armenia,,Feb-22,mean,48,42,61.23,53.05
All Providers Combined,Belarus,,Feb-22,median,19.8444,6.3,46.19,40.45
All Providers Combined,Belarus,,Feb-22,mean,67,51,74.78,56.68
All Providers Combined,Kazakhstan,,Feb-22,median,25.5667,7.1333,32.81,30.9
All Providers Combined,Kazakhstan,,Feb-22,mean,65,46,61.21,58.21
All Providers Combined,Kyrgyzstan,,Feb-22,median,7.8689,3.7625,43.67,41.68
All Providers Combined,Kyrgyzstan,,Feb-22,mean,44,38,50.02,50.36
All Providers Combined,Russia,,Feb-22,median,15.7803,4.5625,65.84,72.27
All Providers Combined,Russia,,Feb-22,mean,54,41,102.34,104.85
All Providers Combined,Tajikistan,,Feb-22,median,12.45,7.2328,19.84,20.83
All Providers Combined,Tajikistan,,Feb-22,mean,73,51,35.54,39.04
All Providers Combined,Uzbekistan,,Feb-22,median,15.1637,4.25,37.77,36.62
All Providers Combined,Uzbekistan,,Feb-22,mean,66,47,54.83,49.06
All Providers Combined,Azerbaijan,,Mar-22,median,13.2667,7.3583,19.93,21.16
All Providers Combined,Azerbaijan,,Mar-22,mean,63,52,30.45,32.99
All Providers Combined,Armenia,,Mar-22,median,7.6778,3.9,34.8,31.15
All Providers Combined,Armenia,,Mar-22,mean,46,39,61.2,53.35
All Providers Combined,Belarus,,Mar-22,median,20.3222,6,47.41,42.23
All Providers Combined,Belarus,,Mar-22,mean,63,47,75.34,57.02
All Providers Combined,Kazakhstan,,Mar-22,median,24.8988,6.5083,34.76,32.57
All Providers Combined,Kazakhstan,,Mar-22,mean,61,43,64.92,61.14
All Providers Combined,Kyrgyzstan,,Mar-22,median,7.1986,3.3417,45.31,42.63
All Providers Combined,Kyrgyzstan,,Mar-22,mean,39,34,52.99,53.77
All Providers Combined,Russia,,Mar-22,median,13.1383,2.9125,70.82,76.18
All Providers Combined,Russia,,Mar-22,mean,33,22,105.42,106.43
All Providers Combined,Tajikistan,,Mar-22,median,10.8556,6.3375,18.58,17.94
All Providers Combined,Tajikistan,,Mar-22,mean,73,48,33.16,35.61
All Providers Combined,Uzbekistan,,Mar-22,median,15.3433,4.3917,38.4,33.56
All Providers Combined,Uzbekistan,,Mar-22,mean,62,43,56.29,52.26
All Providers Combined,Azerbaijan,,Apr-22,median,13.2667,7.925,20.28,21.9
All Providers Combined,Azerbaijan,,Apr-22,mean,63,54,30.37,32.45
All Providers Combined,Armenia,,Apr-22,median,7.9202,3.8935,36.44,31.85
All Providers Combined,Armenia,,Apr-22,mean,46,39,65.02,54.92
All Providers Combined,Belarus,,Apr-22,median,21.3778,6.6417,47.81,42.02
All Providers Combined,Belarus,,Apr-22,mean,68,51,76.98,57.5
All Providers Combined,Kazakhstan,,Apr-22,median,25.7167,6.4375,34.3,31.54
All Providers Combined,Kazakhstan,,Apr-22,mean,66,45,62.96,59.46
All Providers Combined,Kyrgyzstan,,Apr-22,median,7.2889,3.1083,47.19,44.16
All Providers Combined,Kyrgyzstan,,Apr-22,mean,42,34,52.85,53.09
All Providers Combined,Russia,,Apr-22,median,13.6995,2.9625,69.23,74.43
All Providers Combined,Russia,,Apr-22,mean,35,21,104.23,105.56
All Providers Combined,Tajikistan,,Apr-22,median,12.5611,7.125,20.74,20.17
All Providers Combined,Tajikistan,,Apr-22,mean,76,53,37.4,39.2
All Providers Combined,Uzbekistan,,Apr-22,median,15.3286,4.3169,39.76,40.32
All Providers Combined,Uzbekistan,,Apr-22,mean,65,45,55.92,70.11
All Providers Combined,Azerbaijan,,May-22,median,14.7167,9.3287,21.01,22.96
All Providers Combined,Azerbaijan,,May-22,mean,56,45,30.74,32.56
All Providers Combined,Armenia,,May-22,median,7.1776,3.6052,36.59,32.57
All Providers Combined,Armenia,,May-22,mean,38,32,64.69,56.3
All Providers Combined,Belarus,,May-22,median,19.7778,6.0833,47.88,42.1
All Providers Combined,Belarus,,May-22,mean,59,44,75.88,57.2
All Providers Combined,Kazakhstan,,May-22,median,25.0167,6.475,35.61,33.74
All Providers Combined,Kazakhstan,,May-22,mean,60,40,65.82,62.61
All Providers Combined,Kyrgyzstan,,May-22,median,7.375,3.35,46.38,42.94
All Providers Combined,Kyrgyzstan,,May-22,mean,40,34,53.12,52.41
All Providers Combined,Russia,,May-22,median,13.5843,3.0934,68.77,74.36
All Providers Combined,Russia,,May-22,mean,33,21,104.56,106.27
All Providers Combined,Tajikistan,,May-22,median,13.7379,7.9183,20.44,19.07
All Providers Combined,Tajikistan,,May-22,mean,73,48,38.06,39.48
All Providers Combined,Uzbekistan,,May-22,median,15.8444,4.85,40.16,37.92
All Providers Combined,Uzbekistan,,May-22,mean,58,40,56.4,65.39
All Providers Combined,Azerbaijan,,Jun-22,median,13.5583,8.7586,22,23.66
All Providers Combined,Azerbaijan,,Jun-22,mean,54,42,31.58,32.48
All Providers Combined,Armenia,,Jun-22,median,7.266,3.5907,36.69,32.83
All Providers Combined,Armenia,,Jun-22,mean,39,31,69,59.85
All Providers Combined,Belarus,,Jun-22,median,19.7634,6.5,46.49,41.13
All Providers Combined,Belarus,,Jun-22,mean,62,46,75.65,56.24
All Providers Combined,Kazakhstan,,Jun-22,median,26.0239,6.8048,36.26,33.84
All Providers Combined,Kazakhstan,,Jun-22,mean,62,41,67.29,63.31
All Providers Combined,Kyrgyzstan,,Jun-22,median,7.4884,3.5083,46.65,43.95
All Providers Combined,Kyrgyzstan,,Jun-22,mean,38,33,53.26,52.98
All Providers Combined,Russia,,Jun-22,median,13.9935,3.007,70.79,76.23
All Providers Combined,Russia,,Jun-22,mean,33,20,106.66,107.57
All Providers Combined,Tajikistan,,Jun-22,median,11.1705,7.6891,21.03,19.43
All Providers Combined,Tajikistan,,Jun-22,mean,72,47,39.38,41.1
All Providers Combined,Uzbekistan,,Jun-22,median,15.7816,5.2667,41.4,42.52
All Providers Combined,Uzbekistan,,Jun-22,mean,60,40,58.08,74.52
All Providers Combined,Azerbaijan,,Jul-22,median,16.3821,10.7483,20.91,22.13
All Providers Combined,Azerbaijan,,Jul-22,mean,59,47,30.42,31.26
All Providers Combined,Armenia,,Jul-22,median,6.7556,3.3502,37.99,34.98
All Providers Combined,Armenia,,Jul-22,mean,33,30,67.81,63.57
All Providers Combined,Belarus,,Jul-22,median,23.8988,7.5625,43.47,38.84
All Providers Combined,Belarus,,Jul-22,mean,69,49,72.03,54.43
All Providers Combined,Kazakhstan,,Jul-22,median,25.35,6.375,39.32,38.56
All Providers Combined,Kazakhstan,,Jul-22,mean,59,39,70.05,66.62
All Providers Combined,Kyrgyzstan,,Jul-22,median,8.6154,3.7291,44.26,42.36
All Providers Combined,Kyrgyzstan,,Jul-22,mean,41,33,51.5,51.89
All Providers Combined,Russia,,Jul-22,median,13.9824,3.1917,70.41,76.01
All Providers Combined,Russia,,Jul-22,mean,34,21,106.87,107.63
All Providers Combined,Tajikistan,,Jul-22,median,13.7547,6.3867,27.53,30.21
All Providers Combined,Tajikistan,,Jul-22,mean,73,52,48.91,71.69
All Providers Combined,Uzbekistan,,Jul-22,median,15.238,5.175,40.91,42.51
All Providers Combined,Uzbekistan,,Jul-22,mean,53,36,57.75,74.93
All Providers Combined,Azerbaijan,,Aug-22,median,15.0946,10.5658,22.15,22.89
All Providers Combined,Azerbaijan,,Aug-22,mean,57,47,31.2,31.49
All Providers Combined,Armenia,,Aug-22,median,7.0667,3.4408,37.22,34.23
All Providers Combined,Armenia,,Aug-22,mean,35,30,64.05,62.19
All Providers Combined,Belarus,,Aug-22,median,20.265,5.6667,51.3,45.44
All Providers Combined,Belarus,,Aug-22,mean,58,42,81.18,59.89
All Providers Combined,Kazakhstan,,Aug-22,median,23.75,6.4091,38.22,37.44
All Providers Combined,Kazakhstan,,Aug-22,mean,59,40,70.58,67.41
All Providers Combined,Kyrgyzstan,,Aug-22,median,8.8277,3.7133,48.46,44.5
All Providers Combined,Kyrgyzstan,,Aug-22,mean,38,30,54.01,53.65
All Providers Combined,Russia,,Aug-22,median,13.2417,3.1583,71.86,77.74
All Providers Combined,Russia,,Aug-22,mean,33,21,109.18,110.12
All Providers Combined,Tajikistan,,Aug-22,median,14.4264,6.5069,31.78,35.34
All Providers Combined,Tajikistan,,Aug-22,mean,68,47,52.85,79.29
All Providers Combined,Uzbekistan,,Aug-22,median,15.8154,5.2041,41.84,43.11
All Providers Combined,Uzbekistan,,Aug-22,mean,57,38,59.15,76.5
All Providers Combined,Azerbaijan,,Sep-22,median,12.2,8.2813,26.33,27.32
All Providers Combined,Azerbaijan,,Sep-22,mean,51,43,36.73,37.42
All Providers Combined,Armenia,,Sep-22,median,7.0625,3.4279,37.02,34.5
All Providers Combined,Armenia,,Sep-22,mean,36,31,65.03,63.59
All Providers Combined,Belarus,,Sep-22,median,17.8444,5.9269,51.41,45.87
All Providers Combined,Belarus,,Sep-22,mean,59,45,80.1,60.39
All Providers Combined,Kazakhstan,,Sep-22,median,21.5461,5.7083,40.96,39.02
All Providers Combined,Kazakhstan,,Sep-22,mean,57,39,72.61,69.82
All Providers Combined,Kyrgyzstan,,Sep-22,median,7.2834,3.5354,45.11,44.08
All Providers Combined,Kyrgyzstan,,Sep-22,mean,39,33,51.74,53.25
All Providers Combined,Russia,,Sep-22,median,12.5667,3.1375,73.26,79.71
All Providers Combined,Russia,,Sep-22,mean,32,21,110.44,112.4
All Providers Combined,Tajikistan,,Sep-22,median,14.6778,7.7725,23.73,24.58
All Providers Combined,Tajikistan,,Sep-22,mean,74,55,44.5,62.85
All Providers Combined,Uzbekistan,,Sep-22,median,15.4333,5.1182,43.01,44.63
All Providers Combined,Uzbekistan,,Sep-22,mean,57,39,63.25,81.48
All Providers Combined,Azerbaijan,,Oct-22,median,11.7916,7.9162,26.19,27.41
All Providers Combined,Azerbaijan,,Oct-22,mean,52,43,34.35,35.06
All Providers Combined,Armenia,,Oct-22,median,7.2177,3.553,38.03,36.44
All Providers Combined,Armenia,,Oct-22,mean,35,30,66.44,64.93
All Providers Combined,Belarus,,Oct-22,median,19.2564,6.5003,50.2,43.48
All Providers Combined,Belarus,,Oct-22,mean,64,49,78.47,57
All Providers Combined,Kazakhstan,,Oct-22,median,20.5667,5.75,45.36,44.66
All Providers Combined,Kazakhstan,,Oct-22,mean,55,38,76.71,74.27
All Providers Combined,Kyrgyzstan,,Oct-22,median,7.2583,3.8291,46.13,44.05
All Providers Combined,Kyrgyzstan,,Oct-22,mean,39,32,51.79,52.61
All Providers Combined,Russia,,Oct-22,median,12.9333,3.1791,74.23,80.69
All Providers Combined,Russia,,Oct-22,mean,33,21,111.91,113.83
All Providers Combined,Tajikistan,,Oct-22,median,13.8,7.1354,26.75,29.72
All Providers Combined,Tajikistan,,Oct-22,mean,73,52,46.92,64.24
All Providers Combined,Uzbekistan,,Oct-22,median,14.9889,5.5833,44.75,44.99
All Providers Combined,Uzbekistan,,Oct-22,mean,57,39,63.52,79.67
All Providers Combined,Azerbaijan,,Nov-22,median,12.875,8.725,27,28.64
All Providers Combined,Azerbaijan,,Nov-22,mean,53,43,35.31,36.57
All Providers Combined,Armenia,,Nov-22,median,7.0444,3.4065,40.91,39.8
All Providers Combined,Armenia,,Nov-22,mean,34,30,73.74,72.43
All Providers Combined,Belarus,,Nov-22,median,19.7039,6.6125,50.38,44.14
All Providers Combined,Belarus,,Nov-22,mean,64,49,78.78,58.53
All Providers Combined,Kazakhstan,,Nov-22,median,21.1667,5.7966,45.44,44.79
All Providers Combined,Kazakhstan,,Nov-22,mean,56,39,77.59,75.09
All Providers Combined,Kyrgyzstan,,Nov-22,median,7.243,3.625,48.53,46.6
All Providers Combined,Kyrgyzstan,,Nov-22,mean,41,34,54.29,55.5
All Providers Combined,Russia,,Nov-22,median,13.0797,3.2274,75.1,81.24
All Providers Combined,Russia,,Nov-22,mean,33,22,113.02,114.68
All Providers Combined,Tajikistan,,Nov-22,median,13.15,6.3992,32.15,36.53
All Providers Combined,Tajikistan,,Nov-22,mean,71,53,52.58,74.48
All Providers Combined,Uzbekistan,,Nov-22,median,14.9992,5.2031,45.25,46.19
All Providers Combined,Uzbekistan,,Nov-22,mean,57,38,65.16,79.75
All Providers Combined,Azerbaijan,,Dec-22,median,11.7382,8.0583,27.15,28.81
All Providers Combined,Azerbaijan,,Dec-22,mean,51,41,35.74,37.05
All Providers Combined,Armenia,,Dec-22,median,6.7356,3.1798,40.84,39.72
All Providers Combined,Armenia,,Dec-22,mean,34,30,73.49,72.85
All Providers Combined,Belarus,,Dec-22,median,19.6319,6.0625,51.6,45.93
All Providers Combined,Belarus,,Dec-22,mean,62,47,79.35,59.42
All Providers Combined,Kazakhstan,,Dec-22,median,24.2333,6.452,41.17,41.08
All Providers Combined,Kazakhstan,,Dec-22,mean,59,41,74.84,72.45
All Providers Combined,Kyrgyzstan,,Dec-22,median,7.8673,3.9034,47.65,45.83
All Providers Combined,Kyrgyzstan,,Dec-22,mean,39,33,52.6,53.33
All Providers Combined,Russia,,Dec-22,median,13.4111,3.2625,75.23,81.87
All Providers Combined,Russia,,Dec-22,mean,33,22,113.58,115.54
All Providers Combined,Tajikistan,,Dec-22,median,13.2222,6.6431,26.64,30.01
All Providers Combined,Tajikistan,,Dec-22,mean,62,43,45.96,61.34
All Providers Combined,Uzbekistan,,Dec-22,median,15.2462,5.2279,45.03,46.03
All Providers Combined,Uzbekistan,,Dec-22,mean,60,40,63.05,78.53
All Providers Combined,Azerbaijan,,Jan-23,median,11.95,8.1594,26.27,27.85
All Providers Combined,Azerbaijan,,Jan-23,mean,53,43,34.53,35.43
All Providers Combined,Armenia,,Jan-23,median,6.8117,3.25,39.36,37.78
All Providers Combined,Armenia,,Jan-23,mean,32,28,71.36,68.3
All Providers Combined,Belarus,,Jan-23,median,17.7971,5.3229,53,46.43
All Providers Combined,Belarus,,Jan-23,mean,56,42,81.83,58.62
All Providers Combined,Kazakhstan,,Jan-23,median,23.6289,6.1735,40.05,39.36
All Providers Combined,Kazakhstan,,Jan-23,mean,57,39,73.38,71.09
All Providers Combined,Kyrgyzstan,,Jan-23,median,6.7709,3.1875,48.54,46.86
All Providers Combined,Kyrgyzstan,,Jan-23,mean,36,28,53.42,54.78
All Providers Combined,Russia,,Jan-23,median,13.6132,3.35,75.1,81.43
All Providers Combined,Russia,,Jan-23,mean,33,21,113.3,114.56
All Providers Combined,Tajikistan,,Jan-23,median,14.5833,6.625,29.97,34.29
All Providers Combined,Tajikistan,,Jan-23,mean,72,50,65.37,73.24
All Providers Combined,Uzbekistan,,Jan-23,median,14.2506,4.906,44.36,44.41
All Providers Combined,Uzbekistan,,Jan-23,mean,55,39,70.51,74.25
All Providers Combined,Azerbaijan,,Feb-23,median,10.8683,7.5155,27.57,28.75
All Providers Combined,Azerbaijan,,Feb-23,mean,49,40,36.67,36.97
All Providers Combined,Armenia,,Feb-23,median,6.6963,3.1184,39.69,37.77
All Providers Combined,Armenia,,Feb-23,mean,34,29,71.36,68.53
All Providers Combined,Belarus,,Feb-23,median,17.1094,5.2875,53.33,47.08
All Providers Combined,Belarus,,Feb-23,mean,56,43,83.94,60.8
All Providers Combined,Kazakhstan,,Feb-23,median,22.8125,5.7875,40.89,39.52
All Providers Combined,Kazakhstan,,Feb-23,mean,56,38,75.38,72.41
All Providers Combined,Kyrgyzstan,,Feb-23,median,6.9652,3.3651,48.37,46.91
All Providers Combined,Kyrgyzstan,,Feb-23,mean,38,31,55.94,56.61
All Providers Combined,Russia,,Feb-23,median,13.1667,3.1125,77.77,83.62
All Providers Combined,Russia,,Feb-23,mean,32,20,117.87,118.76
All Providers Combined,Tajikistan,,Feb-23,median,12.0527,7.0538,22.3,25.04
All Providers Combined,Tajikistan,,Feb-23,mean,70,47,43.34,53.4
All Providers Combined,Uzbekistan,,Feb-23,median,14.105,4.7546,45.64,47.98
All Providers Combined,Uzbekistan,,Feb-23,mean,53,38,65.56,83.66
All Providers Combined,Azerbaijan,,Mar-23,median,10.9521,7.5932,27.84,29.1
All Providers Combined,Azerbaijan,,Mar-23,mean,50,40,37.23,37.06
All Providers Combined,Armenia,,Mar-23,median,6.5455,2.9333,41.26,39.68
All Providers Combined,Armenia,,Mar-23,mean,32,26,76.32,73.91
All Providers Combined,Belarus,,Mar-23,median,17.7,5.4125,53.39,47.41
All Providers Combined,Belarus,,Mar-23,mean,56,43,94.53,63.83
All Providers Combined,Kazakhstan,,Mar-23,median,22.5947,5.65,41.79,40.81
All Providers Combined,Kazakhstan,,Mar-23,mean,55,38,76.15,73.47
All Providers Combined,Kyrgyzstan,,Mar-23,median,6.2444,2.825,52.33,49.67
All Providers Combined,Kyrgyzstan,,Mar-23,mean,35,29,62,62.35
All Providers Combined,Russia,,Mar-23,median,12.6932,3.0187,78.03,84.11
All Providers Combined,Russia,,Mar-23,mean,32,20,119.08,120.28
All Providers Combined,Tajikistan,,Mar-23,median,11.2393,6.3917,24.09,27.2
All Providers Combined,Tajikistan,,Mar-23,mean,71,50,43.91,52.67
All Providers Combined,Uzbekistan,,Mar-23,median,13.9805,4.1576,48.07,49.19
All Providers Combined,Uzbekistan,,Mar-23,mean,52,35,67.28,86.97
All Providers Combined,Azerbaijan,,Apr-23,median,10.2136,6.6939,28.83,29.59
All Providers Combined,Azerbaijan,,Apr-23,mean,47,37,37.61,37.32
All Providers Combined,Armenia,,Apr-23,median,6.6004,2.8532,41.57,39.89
