Date,Year,Month,Quarter,YearQuarter,YearMonth,Country,Provider,InternetType,Technology,MetricType,DownloadSpeed,UploadSpeed,Latency,Jitter,Device,Aggregate Date
2019-12-01T00:00:00Z,2019,12,4,2019-Q4,2019-12,Belarus,All Providers Combined,Cellular,cellular,mean,15.67,9.58,NA,NA,NA,Dec-19
2019-12-01T00:00:00Z,2019,12,4,2019-Q4,2019-12,Kazakhstan,All Providers Combined,Cellular,cellular,median,12.48,9.39,NA,NA,NA,Dec-19
2019-12-01T00:00:00Z,2019,12,4,2019-Q4,2019-12,Kazakhstan,All Providers Combined,Cellular,cellular,mean,19.59,12.12,NA,NA,NA,Dec-19
2019-12-01T00:00:00Z,2019,12,4,2019-Q4,2019-12,Kyrgyzstan,All Providers Combined,Cellular,cellular,median,11.38,7.15,NA,NA,NA,Dec-19
2019-12-01T00:00:00Z,2019,12,4,2019-Q4,2019-12,Kyrgyzstan,All Providers Combined,Cellular,cellular,mean,16.17,10.07,NA,NA,NA,Dec-19
2019-12-01T00:00:00Z,2019,12,4,2019-Q4,2019-12,Russia,All Providers Combined,Cellular,cellular,median,13.36,7.68,NA,NA,NA,Dec-19
2019-12-01T00:00:00Z,2019,12,4,2019-Q4,2019-12,Russia,All Providers Combined,Cellular,cellular,mean,20.58,10.55,NA,NA,NA,Dec-19
2019-12-01T00:00:00Z,2019,12,4,2019-Q4,2019-12,Tajikistan,All Providers Combined,Cellular,cellular,median,6.11,3.47,NA,NA,NA,Dec-19
2019-12-01T00:00:00Z,2019,12,4,2019-Q4,2019-12,Tajikistan,All Providers Combined,Cellular,cellular,mean,10.3,6.19,NA,NA,NA,Dec-19
2019-12-01T00:00:00Z,2019,12,4,2019-Q4,2019-12,Uzbekistan,All Providers Combined,Cellular,cellular,median,6.17,3.47,NA,NA,NA,Dec-19
2019-12-01T00:00:00Z,2019,12,4,2019-Q4,2019-12,Uzbekistan,All Providers Combined,Cellular,cellular,mean,9.51,5.73,NA,NA,NA,Dec-19
2020-01-01T00:00:00Z,2020,1,1,2020-Q1,2020-01,Azerbaijan,All Providers Combined,Cellular,cellular,median,22.12,9.05,NA,NA,NA,Jan-20
2020-01-01T00:00:00Z,2020,1,1,2020-Q1,2020-01,Azerbaijan,All Providers Combined,Cellular,cellular,mean,27.8,14.73,NA,NA,NA,Jan-20
2020-01-01T00:00:00Z,2020,1,1,2020-Q1,2020-01,Armenia,All Providers Combined,Cellular,cellular,median,20.22,8.71,NA,NA,NA,Jan-20
2020-01-01T00:00:00Z,2020,1,1,2020-Q1,2020-01,Armenia,All Providers Combined,Cellular,cellular,mean,29.49,12.51,NA,NA,NA,Jan-20
2020-01-01T00:00:00Z,2020,1,1,2020-Q1,2020-01,Belarus,All Providers Combined,Cellular,cellular,median,10.38,5.42,NA,NA,NA,Jan-20
2020-01-01T00:00:00Z,2020,1,1,2020-Q1,2020-01,Belarus,All Providers Combined,Cellular,cellular,mean,16.37,9.89,NA,NA,NA,Jan-20
2020-01-01T00:00:00Z,2020,1,1,2020-Q1,2020-01,Kazakhstan,All Providers Combined,Cellular,cellular,median,11.89,7.09,NA,NA,NA,Jan-20
2020-01-01T00:00:00Z,2020,1,1,2020-Q1,2020-01,Kazakhstan,All Providers Combined,Cellular,cellular,mean,18.91,10.21,NA,NA,NA,Jan-20
2020-01-01T00:00:00Z,2020,1,1,2020-Q1,2020-01,Kyrgyzstan,All Providers Combined,Cellular,cellular,median,11.16,5.97,NA,NA,NA,Jan-20
2020-01-01T00:00:00Z,2020,1,1,2020-Q1,2020-01,Kyrgyzstan,All Providers Combined,Cellular,cellular,mean,15.27,9.29,NA,NA,NA,Jan-20
2020-01-01T00:00:00Z,2020,1,1,2020-Q1,2020-01,Russia,All Providers Combined,Cellular,cellular,median,13.23,6.77,NA,NA,NA,Jan-20
2020-01-01T00:00:00Z,2020,1,1,2020-Q1,2020-01,Russia,All Providers Combined,Cellular,cellular,mean,20.58,9.85,NA,NA,NA,Jan-20
